Subject ID,Trunk Angular Displacement,Trunk Rotation Angle,Trunk linear Distance,Elbow Flexion L,Elbow Flexion R,Wrist Activity R,Wrist Activity L,Task,Group
HC24SMR-F_2015,0.012705754383633668,0.012529901404827173,0.016346397494828843,0.8703844159811909,0.9985767334377486,53.844412542778834,142.4418111134506,Task 1,Pre
HC24SMR-F_2015,0.007010469649374577,0.017067224906568125,0.023271729607700554,0.7960633306797348,0.3574358461188966,83.07235254320621,1146.0036957527566,Task 2,Pre
HC24SMR-F_2015,0.006380360868719529,0.0068571898994504756,0.01744429821901074,2.7472071684161143,0.8721342701496166,74.7486940147154,2422.1534194005494,Task 3,Pre
HC24SMR-F_2015,0.005592817548783022,0.010769440999560679,0.02485200390563235,,,138.87250388107387,2964016504.467621,Task 4,Pre
HC24SMR-F_2015,0.00444476878261701,0.020770796196508654,0.018936815263978442,2.6098023215492074,1.9828048843554908,80.52441495225212,387.9532180785976,Task 5,Pre
HC24SMR-F_2015,0.00893851803925299,0.00821178715972735,0.018805281978830548,,,69.3543944099188,125473.86844125213,Task 6,Pre
HC24SMR-F_2015,0.006098536927737201,0.012384569311075495,0.023200485015685397,0.6345955048931499,1.922482247315075,127.12483138288941,615.862557883402,Task 7,Pre
HC24SMR-F_2015,0.008186113660272457,0.011029861484441813,0.025400455983376775,0.8360785824953602,0.7109135674961037,153.75070011309202,1473.237783320729,Task 8,Pre
HC24SMR-F_2015,0.006917721373251086,0.012335912046225013,0.022379167331489317,1.4714022673222193,1.134440452960827,72.26452237367678,112511.39254387596,Task 9,Pre
HC24SMR-F_2015,0.00437599286742145,0.01293093916526439,0.01487973974700092,1.9223511433495808,1.735901026743426,70.41553727410435,302.9213465081703,Task 10,Pre
HC24SMR-F_2015,0.00934385534595395,0.019847940749013575,0.030299714095322828,2.0507143891953596,2.4152061516337735,150.304559318317,1865695.2482051544,Task 11,Pre
HC24SMR-F_2015,0.00647527292653404,0.021351897087852945,0.03774681725694078,0.7827921881980597,1.2548846110636476,169.6096049406606,304.43962868142415,Task 12,Pre
HC24SMR-F_2015,0.0031823137822340874,0.03514981136739268,0.010400019781269086,,,,,Task 13,Pre
HC24SMR-F_2015,0.005714954111712292,0.02080371419092466,0.024849941119656955,1.607338609409449,1.409979148796175,66.34461497004617,99.57948857475063,Task 14,Pre
HC25VGR-F_2015,0.0029745556927813573,0.010891780968339888,0.015374750689079899,2.6440862104050593,1.8006143522505147,65.16957497456292,58.17657231611723,Task 1,Pre
HC25VGR-F_2015,0.0031002844198553116,0.005936806593635005,0.009654450728029458,1.7795629291547528,1.8415158894597508,51.04733624785569,25.89043510691195,Task 2,Pre
HC25VGR-F_2015,0.0056388463305246115,0.019120354194124587,0.02534635627093068,1.592916707440955,2.4264239540437185,110.18688250131142,49.51860725652782,Task 3,Pre
HC25VGR-F_2015,0.0032819902687979104,0.008323501803750062,0.017014731929542618,0.7026047125694335,0.769181453000656,93.60733458130888,49.01828979342179,Task 4,Pre
HC25VGR-F_2015,0.003425987176353071,0.007038349168089771,0.012494076474949394,0.8162458318840835,1.4082410171622581,85.95261243785528,32.72412800950392,Task 5,Pre
HC25VGR-F_2015,0.002941821958155851,0.004746809922071756,0.012269429052938728,2.341858252610877,0.8226942894585564,79.88713461986073,35.50315841288272,Task 6,Pre
HC25VGR-F_2015,0.005384827178837738,0.010460051117123505,0.030583332392333563,1.8815139792731943,2.608061596119019,305.210944495041,268.2983291132217,Task 7,Pre
HC25VGR-F_2015,0.003444720329587321,0.006785179790717385,0.014526511022506221,1.7844449903232082,2.1354120081360124,72.35086018255775,53.57815857336958,Task 8,Pre
HC25VGR-F_2015,0.0039865677973888345,0.006864881165141427,0.013379454692563977,1.004238664044737,2.00082338442939,61.865230274916485,42.3939193281728,Task 9,Pre
HC25VGR-F_2015,0.0041760271617756525,0.009832143959035766,0.016321484141604434,1.4982603420666785,2.723607896741055,57.346137941202024,35.13278771714819,Task 10,Pre
HC25VGR-F_2015,0.005196980851582852,0.014142177745672302,0.038432868534798506,2.5645856563818814,2.830031516073533,318.6159504208428,208.25845970854058,Task 11,Pre
HC25VGR-F_2015,0.005636237208868581,0.008494150533587945,0.016939629418231694,2.377893981773002,2.1851880623410915,104.25505402451581,49.07191286703286,Task 12,Pre
HC25VGR-F_2015,0.005382808301368612,0.007999175618748263,0.01719238883066712,1.6569466769541155,2.0141002274561473,60.364391882227665,32.396757392486236,Task 13,Pre
HC25VGR-F_2015,0.0037488548071416454,0.007538974569759683,0.016308150012544487,1.8468814903320163,2.360892709634883,50.61235604505419,42.5814450361231,Task 14,Pre
HC26MHR-F_2015,0.004688915165172202,0.01173001874923178,0.015686162485928454,0.8325568081547324,1.3747006963570598,63.070622811487866,152.82716023090185,Task 1,Pre
HC26MHR-F_2015,0.0061188906514371855,0.01283643352678477,0.018774870272216877,0.9219500973454617,1.617706523219231,58.778069048656484,44.17272724890859,Task 2,Pre
HC26MHR-F_2015,0.004927037031777047,0.006272846047780955,0.013203891725395796,1.230191742603959,1.6184597899861066,52.59101307746656,30.602015263117913,Task 3,Pre
HC26MHR-F_2015,0.009444453384800112,0.01619985642986237,0.02737324926875531,0.9082678113562439,1.6674362043151574,145.9246889391905,18.348406843212075,Task 4,Pre
HC26MHR-F_2015,0.005656219597764941,0.010921476793214613,0.018943903893577713,1.9628408246682605,1.9945121514129744,85.14342661880053,57.58577819556881,Task 5,Pre
HC26MHR-F_2015,0.005526416063093844,0.01870797981809412,0.025133161849876698,2.0784189856962865,0.34288173919646836,83.47384480516199,168.5981405436874,Task 6,Pre
HC26MHR-F_2015,0.010734196146658272,0.02253692356931687,0.024194828450763574,1.1496058833448244,2.709068713159234,87.87408173900633,232.48444777803093,Task 7,Pre
HC26MHR-F_2015,0.007131090684038403,0.008225169502469251,0.016474323988821205,1.0592183953210175,1.3963408672599091,100.26160930668142,116.09194931755879,Task 8,Pre
HC26MHR-F_2015,0.006799433377417325,0.01523445953173053,0.019111923416878715,1.6465901347954177,1.0510532796039869,56.10999951468735,77.05828051051414,Task 9,Pre
HC26MHR-F_2015,0.004431709529943365,0.007623017858616663,0.013441080406313954,2.166688069133764,2.648900373176442,40.16728288750302,32.74614407198885,Task 10,Pre
HC26MHR-F_2015,0.007011172684936911,0.01506328128733249,0.027703536723234543,1.1597492996722303,1.5311814592850488,96.15655850279232,67.40657096352682,Task 11,Pre
HC26MHR-F_2015,0.005987757725439103,0.011816798902869446,0.016973976875266007,0.4107638626575493,1.3616477460201555,80.34991492979965,39.299633889118205,Task 12,Pre
HC26MHR-F_2015,0.0053972467062251665,0.018122504293977458,0.020755905957718552,2.0430095824916155,1.5024148776533615,89.25007690394186,410.93430135451223,Task 13,Pre
HC26MHR-F_2015,0.00608897491531825,0.011481127650486119,0.019563485244743665,1.2527191605292183,1.9307545891821045,42.02997232756758,57.568347421556865,Task 14,Pre
HC27ADL-F_2015,0.0039654852332352145,0.012254267975558706,0.011133054074960654,2.2393815132671833,1.6516257458717543,32.63529871391089,60.67033930545267,Task 1,Pre
HC27ADL-F_2015,0.003971301425148627,0.008261806746464328,0.008086429498463036,1.7196345659018761,1.386945292091743,20.086402295355242,67.20623835774693,Task 2,Pre
HC27ADL-F_2015,0.004349702748497756,0.01709102080909926,0.014100161088408475,2.4670740989562736,2.1107082951942804,38.14148306730229,82.16204280846674,Task 3,Pre
HC27ADL-F_2015,0.004553183910113793,0.005263739676668854,0.009929586177709072,2.3760841953961345,2.5786897462511336,36.232282561690916,76.19390526202474,Task 4,Pre
HC27ADL-F_2015,0.004489226143427446,0.039732761985934305,0.016154122009783813,1.9818244233287767,2.0528532311224295,59.244782876896664,79.23942816715717,Task 5,Pre
HC27ADL-F_2015,0.0036692046429200615,0.003881076292955836,0.01240848527249455,1.8593856428030262,1.6164429452676128,27.607267243143863,66.97576138084538,Task 6,Pre
HC27ADL-F_2015,0.004676783372727167,0.010111222475860292,0.015245782660518212,2.155257152784579,1.6977210633228157,4145.871786990801,119.53242610650452,Task 7,Pre
HC27ADL-F_2015,0.004144858816285783,0.00693655903509121,0.011496166976268625,1.8458441474822058,2.6168953961574832,9392.516211498802,77.27698359854588,Task 8,Pre
HC27ADL-F_2015,0.003824087375931187,0.00509512555390776,0.008813760504900668,1.832331658142355,1.311023463969912,28.153807828917795,47.28286904640892,Task 9,Pre
HC27ADL-F_2015,0.004344223929185945,0.009603453089894775,0.009743757187668626,1.9431420495512466,1.2528161505873456,30.09370702812858,90.50453173723378,Task 10,Pre
HC27ADL-F_2015,0.0054133932716235525,0.011927740455528277,0.019163469603464458,1.5365430744631818,1.7050912604393178,96.64906691591199,162.11371378167797,Task 11,Pre
HC27ADL-F_2015,0.004935969658091567,0.011889630010207753,0.011960318113607515,2.752113716853967,1.3381601718649303,48.93273196596175,89.35340854427888,Task 12,Pre
HC27ADL-F_2015,0.004196741540896473,0.00600177262539339,0.010983826859948509,1.7518699686052823,2.6167828183023065,20.89067018152202,77.6215874624521,Task 13,Pre
HC27ADL-F_2015,0.00426036724307765,0.00504604559217133,0.008422176033858345,2.1067000076335587,1.142868297832365,36.766597932038465,59.63533614282237,Task 14,Pre
HC28JRR-F_2015,0.003917552820091478,0.02236968672967412,0.018272378092358516,0.9570727323350052,0.6273901943238984,64.52875197589557,175.03103718325696,Task 1,Pre
HC28JRR-F_2015,0.005426742915914527,0.0420130932002622,0.021563845323561814,,,75.88823301589792,2197.5364775233766,Task 2,Pre
HC28JRR-F_2015,0.0034074715856983614,0.014523939779585075,0.014786950841098668,1.3131282464698306,1.6446781251531117,76.20795158749685,60.95617380564189,Task 3,Pre
HC28JRR-F_2015,0.005231976528572236,0.02292718324523344,0.021951622098831308,1.7863469611536218,0.6852873974241304,132.96776858320706,1294744601.5863721,Task 4,Pre
HC28JRR-F_2015,0.004903885988468998,0.015849529976065247,0.01940481399223926,1.182926416743456,0.8074129194087827,79.57073883028866,63.866676597097914,Task 5,Pre
HC28JRR-F_2015,0.0034420347216218565,0.009892492233425523,0.020889336686881286,0.9974756413499513,0.6958762749015366,120.47811671035097,40.83003145754399,Task 6,Pre
HC28JRR-F_2015,0.0055197824885808286,0.0115073801553438,0.02153975867814704,1.302278313682716,1.018709979283612,150.6365240019865,88.8583597013517,Task 7,Pre
HC28JRR-F_2015,0.005070737082941368,0.010757156952948745,0.01834368568134217,0.5821863919377616,0.3991840216053046,122.71915531241955,91.91346381257763,Task 8,Pre
HC28JRR-F_2015,0.007433696747251528,0.01878185340584887,0.02479411950069299,1.3455512241795107,0.5309283274545953,67.20411232009441,42.643220295850355,Task 9,Pre
HC28JRR-F_2015,0.00461741791660159,0.013568665080769959,0.013401695541874181,1.719303406019015,2.208546909357909,58.70688538559115,66.73469258577538,Task 10,Pre
HC28JRR-F_2015,0.005024655759795554,0.011122213199166142,0.027644305600711003,2.1748129689063536,2.106505754918916,240.95690819601083,103.10861734384781,Task 11,Pre
HC28JRR-F_2015,0.006806848601567968,0.009142998634546155,0.021250528434067373,1.1967763577848323,0.5412961932548823,111.61123122978682,56.99873294894614,Task 12,Pre
